Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Prev Close,Var%,Var_from_Ini_%,Profit/Loss,Present_Value,Invested,OK
2020-10-19,5.23008064533875,5.494979595629267,5.189878370423685,5.491640331999514,3397079,0,0,,,0.0,23.81715585594759,593.0971558559476,569.28,True
2020-10-20,5.4849621444067465,5.845224907015218,5.361350288094837,5.803286255772692,4730810,0,0,5.491640331999514,5.6749150514689095,5.674915051468906,57.474915623450784,626.7549156234508,569.28,True
2020-10-21,5.83667685406981,5.9212660980224605,5.574003739865731,5.611846689669181,4199071,0,0,5.803286255772692,-3.2988130804865956,2.188897130957946,36.799442484271594,606.0794424842716,569.28,True
2020-10-22,5.5428393173217785,5.98136944669066,5.364756126403808,5.950204344813247,3352627,0,0,5.611846689669181,6.029346021995696,8.350219335044624,73.34206923983072,642.6220692398307,569.28,True
2020-10-23,5.965786895751952,6.190617060152579,5.9168137465161275,6.103801640446764,3689510,0,0,5.950204344813247,2.5813784995032396,11.147148601124076,89.93057716825058,659.2105771682506,569.28,True
2020-10-26,6.424287645808526,6.865049287584795,6.330718403939256,6.397201575335361,4473392,0,0,6.103801640446764,4.806839281020969,16.489813399817645,121.61777013621895,690.8977701362189,569.28,True
2020-10-27,6.651907366088443,6.809640480225796,6.191030558904995,6.2107472921885165,2667853,0,0,6.397201575335361,-2.9146226041356194,13.09457496695116,101.48070755635979,670.7607075563598,569.28,True
2020-10-28,6.089818327210892,6.171147042892004,5.818721605459875,6.012185858530862,5253684,0,0,6.2107472921885165,-3.1970618722064637,9.47887143114881,80.03607272133308,649.3160727213331,569.28,True
2020-10-29,6.033113922392357,6.258488635378336,5.915473157148755,6.1309414305399565,3334569,0,0,6.012185858530862,1.975247851670936,11.64135048712616,92.86167449831532,662.1416744983153,569.28,True
2020-10-30,6.055403600433829,6.288208332069114,5.919187977520182,6.263441855175724,6448792,0,0,6.1309414305399565,2.161175834689044,14.05411637537442,107.17172035897829,676.4517203589783,569.28,True
2020-11-02,5.468989411268922,5.7238244761058015,5.086049229371201,5.610810717667847,4420389,0,0,6.263441855175724,-10.419688608884957,2.17003260344514,36.6875575081275,605.9675575081275,569.28,True
2020-11-03,5.609111356735229,5.828598187550961,5.598026156425476,5.826381012171623,2862256,0,0,5.610810717667847,3.842052518809247,6.095458914554029,59.96914931453534,629.2491493145353,569.28,True
2020-11-04,5.819730162620544,6.050302193746029,5.595808981046138,5.983790991887508,1773500,0,0,5.826381012171623,2.7016767250038543,8.961815234334564,76.96942712385089,646.2494271238509,569.28,True
