Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Prev Close,Var%,Var_from_Ini_%,Profit/Loss,Present_Value,Invested,OK
2020-10-19,5.23008064533875,5.494979595629267,5.189878370423685,5.491640331999514,3397079,0,0,,,0.0,23.81715585594759,593.0971558559476,569.28,True
2020-10-20,5.4849621444067465,5.845224907015218,5.361350288094837,5.803286255772692,4730810,0,0,5.491640331999514,5.6749150514689095,5.674915051468906,57.474915623450784,626.7549156234508,569.28,True
2020-10-21,5.83667685406981,5.9212660980224605,5.574003739865731,5.611846689669181,4199071,0,0,5.803286255772692,-3.2988130804865956,2.188897130957946,36.799442484271594,606.0794424842716,569.28,True
2020-10-22,5.5428393173217785,5.98136944669066,5.364756126403808,5.950204344813247,3352627,0,0,5.611846689669181,6.029346021995696,8.350219335044624,73.34206923983072,642.6220692398307,569.28,True
2020-10-23,5.965786895751952,6.190617060152579,5.916813746516128,6.103801640446764,3689510,0,0,5.950204344813247,2.5813784995032396,11.147148601124076,89.93057716825058,659.2105771682506,569.28,True
2020-10-26,6.424287645808526,6.865049287584795,6.3307184039392554,6.397201575335361,4473392,0,0,6.103801640446764,4.806839281020969,16.489813399817645,121.61777013621895,690.8977701362189,569.28,True
2020-10-27,6.651907366088443,6.809640480225796,6.191030558904995,6.2107472921885165,2667853,0,0,6.397201575335361,-2.9146226041356194,13.09457496695116,101.48070755635979,670.7607075563598,569.28,True
2020-10-28,6.089818327210892,6.171147042892004,5.818721605459875,6.012185858530862,5253684,0,0,6.2107472921885165,-3.1970618722064637,9.47887143114881,80.03607272133308,649.3160727213331,569.28,True
2020-10-29,6.033113922392357,6.2584886353783356,5.915473157148755,6.1309414305399565,3334569,0,0,6.012185858530862,1.975247851670936,11.64135048712616,92.86167449831532,662.1416744983153,569.28,True
2020-10-30,6.055403600433829,6.288208332069114,5.919187977520182,6.263441855175724,6448792,0,0,6.1309414305399565,2.161175834689044,14.05411637537442,107.17172035897829,676.4517203589783,569.28,True
2020-11-02,5.468989411268922,5.7238244761058015,5.086049229371201,5.610810717667847,4420389,0,0,6.263441855175724,-10.419688608884957,2.17003260344514,36.6875575081275,605.9675575081275,569.28,True
2020-11-03,5.60329229593277,5.8225514245096575,5.592218595743178,5.8203365492947325,2862256,0,0,5.610810717667847,3.734323650717908,5.985392294901793,59.31634732383111,628.5963473238311,569.28,True
2020-11-04,5.82686984539032,6.057724743781438,5.602673955855717,6.00223074525391,4049490,0,0,5.8203365492947325,3.1251491115443786,9.297593840572748,78.9609204874223,648.2409204874223,569.28,True
2020-11-05,6.0296833945120305,6.1051653027534485,5.783034363976331,6.071864401102066,3381506,0,0,6.00223074525391,1.1601296052007992,10.565587584489371,86.48135531902312,655.7613553190231,569.28,True
2020-11-06,6.0296833945120305,6.191747511545327,5.927804397034342,6.040783695062491,481998,0,0,6.071864401102066,-0.5118807665390745,9.99962360723345,83.12463906674907,652.404639066749,569.28,True
